ERC,Description,Requires,Table of Contents,Abstract,Abstract insights,Motivation,Motivation insights,Specification,Specification insights,Rationale,Rationale insights,Backward Compatibility,Backward Compatibility insights,Security Considerations,Security Considerations insights
ERC20,ERC-20: Token Standard,,"Simple Summary; Abstract; Motivation; Specification; Token

Methods
Events; Methods; Events; Implementation; History; Copyright",,,,,,,,,,,,
