chain,taxonomy,risk_level,risk_category,taxonomy_ids,source_file,copied_file,copied
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0xbb0fa753ae6fddb78bb66d70fc223e4a10d5f4d4_SmartSwapFactory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/029_T5_DOMAIN_FRESHNESS_FAILURE_0xbb0fa753ae6fddb78bb66d70fc223e4a10d5f4d4_SmartSwapFactory.sol,yes
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0xa3fb5dcaf06c3a6e3ff577a0dbea9cd4941df493_OboswapPair.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/030_T5_DOMAIN_FRESHNESS_FAILURE_0xa3fb5dcaf06c3a6e3ff577a0dbea9cd4941df493_OboswapPair.sol,yes
avalanche,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0xa270e7506dd1b6fa8a4d1d14a53a6a80afc4fd4d_MetaAggregationRouterV2.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/001_T1_UNSEPARATED_SIGNING_DOMAIN_0xa270e7506dd1b6fa8a4d1d14a53a6a80afc4fd4d_MetaAggregationRouterV2.sol,yes
avalanche,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_eip191_prefix,proxy_stale_domain,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0x0c5586dd485cf704707561ed1ddeb1ea32f0c052_MEMOries.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/002_T1_UNSEPARATED_SIGNING_DOMAIN_0x0c5586dd485cf704707561ed1ddeb1ea32f0c052_MEMOries.sol,yes
avalanche,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_eip191_prefix,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0xba3fc8790c19ab9a5649a7c5d76706b65f0075a5_TimeERC20Token.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/003_T1_UNSEPARATED_SIGNING_DOMAIN_0xba3fc8790c19ab9a5649a7c5d76706b65f0075a5_TimeERC20Token.sol,yes
avalanche,T1_UNSEPARATED_SIGNING_DOMAIN,High,missing_eip191_prefix,T1_UNSEPARATED_SIGNING_DOMAIN,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2021/0x8fab6f3c7fbca7b9aacb56bb4f17bc73c31e3f50_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/004_T1_UNSEPARATED_SIGNING_DOMAIN_0x8fab6f3c7fbca7b9aacb56bb4f17bc73c31e3f50_StakingRewards.sol,yes
avalanche,T2_CROSS_CHAIN_REPLAY,High,"hardcoded_chainId,proxy_stale_domain,stale_cached_DOMAIN_SEPARATOR","T2_CROSS_CHAIN_REPLAY,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2023/0x61da67a4c7d7e2a5a43e9023aad5abf5d0391233_Davos.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/005_T2_CROSS_CHAIN_REPLAY_0x61da67a4c7d7e2a5a43e9023aad5abf5d0391233_Davos.sol,yes
avalanche,T2_CROSS_CHAIN_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2026/0x5305ec1d146136d020a7d64cb6e6418323498ab1_Vault.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/006_T2_CROSS_CHAIN_REPLAY_0x5305ec1d146136d020a7d64cb6e6418323498ab1_Vault.sol,yes
avalanche,T2_CROSS_CHAIN_REPLAY,High,"hardcoded_chainId,stale_cached_DOMAIN_SEPARATOR","T2_CROSS_CHAIN_REPLAY,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2021/0x0ddcc50b58e6a6369a626f169dc16975b35c5c3f_DAI.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/007_T2_CROSS_CHAIN_REPLAY_0x0ddcc50b58e6a6369a626f169dc16975b35c5c3f_DAI.sol,yes
avalanche,T2_CROSS_CHAIN_REPLAY,High,missing_chainId,T2_CROSS_CHAIN_REPLAY,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2026/0x536694bd72aea43efe991bdaa78819e628edc742_CARouter.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/008_T2_CROSS_CHAIN_REPLAY_0x536694bd72aea43efe991bdaa78819e628edc742_CARouter.sol,yes
avalanche,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,proxy_stale_domain","T3_CROSS_CONTRACT_REPLAY,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0x9117a83cdff0f482a9aed461a83c88271b972a6e_MintGatewayV3.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/009_T3_CROSS_CONTRACT_REPLAY_0x9117a83cdff0f482a9aed461a83c88271b972a6e_MintGatewayV3.sol,yes
avalanche,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2023/0x568ee6f979a488fac9a5ed62d934ea977caa1f97_RentalMarket1155.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/010_T3_CROSS_CONTRACT_REPLAY_0x568ee6f979a488fac9a5ed62d934ea977caa1f97_RentalMarket1155.sol,yes
avalanche,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2021/0x7fa6cb67a80f95ff3e42df65a96501a1f7305a37_Root.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/011_T3_CROSS_CONTRACT_REPLAY_0x7fa6cb67a80f95ff3e42df65a96501a1f7305a37_Root.sol,yes
avalanche,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2023/0x7566fdc14d37ab5eb486be85075bb18bed1a29dd_RentalMarket721.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/012_T3_CROSS_CONTRACT_REPLAY_0x7566fdc14d37ab5eb486be85075bb18bed1a29dd_RentalMarket721.sol,yes
avalanche,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2026/0xd0ba32644d3db0301f5a34ae7166be4a510dab1a_Router.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/013_T4_LOGICAL_DOMAIN_REPLAY_0xd0ba32644d3db0301f5a34ae7166be4a510dab1a_Router.sol,yes
avalanche,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0xbfba41e492d17e2dcae86b0db42c38459c56d537_AAVELending.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/014_T4_LOGICAL_DOMAIN_REPLAY_0xbfba41e492d17e2dcae86b0db42c38459c56d537_AAVELending.sol,yes
avalanche,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0x6a8f98d7e34fd214b428bfc68c9309ea3c4fc7f1_BaseV1Router01.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/015_T4_LOGICAL_DOMAIN_REPLAY_0x6a8f98d7e34fd214b428bfc68c9309ea3c4fc7f1_BaseV1Router01.sol,yes
avalanche,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2023/0xa1628ca5849e82afe165465f9d1bd79b006d41e1_Router.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/016_T4_LOGICAL_DOMAIN_REPLAY_0xa1628ca5849e82afe165465f9d1bd79b006d41e1_Router.sol,yes
avalanche,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0xa0fbfda09b8815dd42ddc70e4f9fe794257cd9b6_UniswapV2Factory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/017_T5_DOMAIN_FRESHNESS_FAILURE_0xa0fbfda09b8815dd42ddc70e4f9fe794257cd9b6_UniswapV2Factory.sol,yes
avalanche,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,proxy_stale_domain,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2022/0x41cee0415d1ba31bca13288f60d6bec9e360c0fc_MEMOries.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/018_T5_DOMAIN_FRESHNESS_FAILURE_0x41cee0415d1ba31bca13288f60d6bec9e360c0fc_MEMOries.sol,yes
avalanche,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2021/0x69835c76f80fc3340caf7fc03134cd350aed0c1b_SpicyCoin.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/019_T5_DOMAIN_FRESHNESS_FAILURE_0x69835c76f80fc3340caf7fc03134cd350aed0c1b_SpicyCoin.sol,yes
avalanche,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/avalanche/verified_sources/2021/0x318d106672ed807df0a31362cb44354c8fbc4921_MattERC20Token.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/avalanche/020_T5_DOMAIN_FRESHNESS_FAILURE_0x318d106672ed807df0a31362cb44354c8fbc4921_MattERC20Token.sol,yes
