chain,taxonomy,risk_level,risk_category,taxonomy_ids,source_file,copied_file,copied
bsc,T3_CROSS_CONTRACT_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x0ddeefeb2bc450e93121e9ccb126d8e4b5ece246_Settlement.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/013_T3_CROSS_CONTRACT_REPLAY_0x0ddeefeb2bc450e93121e9ccb126d8e4b5ece246_Settlement.sol,yes
bsc,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0xb2e7c9e25a9147db20d37f5880ddd1296488181b_Bigg.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/014_T3_CROSS_CONTRACT_REPLAY_0xb2e7c9e25a9147db20d37f5880ddd1296488181b_Bigg.sol,yes
bsc,T3_CROSS_CONTRACT_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x67cb3c07ef3f266d4d83a957bc4d1806fa9c390c_Settlement.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/015_T3_CROSS_CONTRACT_REPLAY_0x67cb3c07ef3f266d4d83a957bc4d1806fa9c390c_Settlement.sol,yes
bsc,T3_CROSS_CONTRACT_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x9eeda0102acfd9e3f1014dbdfe2f085309c69cac_Settlement.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/016_T3_CROSS_CONTRACT_REPLAY_0x9eeda0102acfd9e3f1014dbdfe2f085309c69cac_Settlement.sol,yes
bsc,T3_CROSS_CONTRACT_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2023/0xac81f64b141aec9820d71cb3a2f1c07b286de6a4_LimitOrderFacet.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/017_T3_CROSS_CONTRACT_REPLAY_0xac81f64b141aec9820d71cb3a2f1c07b286de6a4_LimitOrderFacet.sol,yes
bsc,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x988ca1508277a1b092f8d815652723ee486eb07a_X0Bar.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/018_T3_CROSS_CONTRACT_REPLAY_0x988ca1508277a1b092f8d815652723ee486eb07a_X0Bar.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x29aa51fc9d1c80d317556cf406cd00cf52a81563_UniswapV2Router02.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/019_T4_LOGICAL_DOMAIN_REPLAY_0x29aa51fc9d1c80d317556cf406cd00cf52a81563_UniswapV2Router02.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0x2a374fc32f54713c286bc6ea2c7d934cf6170af3_DoublePool.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/020_T4_LOGICAL_DOMAIN_REPLAY_0x2a374fc32f54713c286bc6ea2c7d934cf6170af3_DoublePool.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x1500ae29c9f74a4e7a012b59d0c0c70b44ee7162_PancakeRouter.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/021_T4_LOGICAL_DOMAIN_REPLAY_0x1500ae29c9f74a4e7a012b59d0c0c70b44ee7162_PancakeRouter.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x67c2d0cacbe2c740ce8117cce8510649c7b75025_UniswapV2Router02.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/022_T4_LOGICAL_DOMAIN_REPLAY_0x67c2d0cacbe2c740ce8117cce8510649c7b75025_UniswapV2Router02.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x6fe77ed8781147c875391f96fde3b47c3b311a95_MeowRouter02.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/023_T4_LOGICAL_DOMAIN_REPLAY_0x6fe77ed8781147c875391f96fde3b47c3b311a95_MeowRouter02.sol,yes
bsc,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2026/0x9b63ca87919617d042a89663492db3c8686e0cae_SwapRouter.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/024_T4_LOGICAL_DOMAIN_REPLAY_0x9b63ca87919617d042a89663492db3c8686e0cae_SwapRouter.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x7231a78dcec47fbab8e72bf1644bed307267e6eb_Factory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/025_T5_DOMAIN_FRESHNESS_FAILURE_0x7231a78dcec47fbab8e72bf1644bed307267e6eb_Factory.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x0b6f294666f0d888d4223e2d02aa3ee04185a4dc_Factory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/026_T5_DOMAIN_FRESHNESS_FAILURE_0x0b6f294666f0d888d4223e2d02aa3ee04185a4dc_Factory.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2023/0x667db0ea77980ff8cd30645168f78a02077091a8_UniswapV2Factory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/027_T5_DOMAIN_FRESHNESS_FAILURE_0x667db0ea77980ff8cd30645168f78a02077091a8_UniswapV2Factory.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,stale_cached_DOMAIN_SEPARATOR","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2022/0x7477007b3586b62dab12da078a7d659706d25e73_metaverseDAO.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/028_T5_DOMAIN_FRESHNESS_FAILURE_0x7477007b3586b62dab12da078a7d659706d25e73_metaverseDAO.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,proxy_stale_domain,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2023/0x99443f4c25a5b8681e60bf1d491cb84bfcb82639_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/029_T5_DOMAIN_FRESHNESS_FAILURE_0x99443f4c25a5b8681e60bf1d491cb84bfcb82639_StakingRewards.sol,yes
bsc,T5_DOMAIN_FRESHNESS_FAILURE,High,stale_cached_DOMAIN_SEPARATOR,T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/binance/verified_sources/2021/0xa2a86ff457cd112a2acee521304c732637f1e20c_PancakePair.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/bsc/030_T5_DOMAIN_FRESHNESS_FAILURE_0xa2a86ff457cd112a2acee521304c732637f1e20c_PancakePair.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_domain_separator,missing_eip191_prefix",T1_UNSEPARATED_SIGNING_DOMAIN,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x03a2c998a05b544b236fd51a44efe6505eb33a9a_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/001_T1_UNSEPARATED_SIGNING_DOMAIN_0x03a2c998a05b544b236fd51a44efe6505eb33a9a_StakingRewards.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_domain_separator,missing_eip191_prefix",T1_UNSEPARATED_SIGNING_DOMAIN,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x9d2d1417f50cb197c6a30c997c62c23701bca01e_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/002_T1_UNSEPARATED_SIGNING_DOMAIN_0x9d2d1417f50cb197c6a30c997c62c23701bca01e_StakingRewards.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,missing_eip191_prefix,T1_UNSEPARATED_SIGNING_DOMAIN,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2023/0xe1af9426d5535c7a42bc2eb5188ac714d43a8ff9_OCLRouter.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/003_T1_UNSEPARATED_SIGNING_DOMAIN_0xe1af9426d5535c7a42bc2eb5188ac714d43a8ff9_OCLRouter.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0x1a91ff5fc7bdbe81cdbd694b5546d1c15307390e_SimpleFactory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/004_T1_UNSEPARATED_SIGNING_DOMAIN_0x1a91ff5fc7bdbe81cdbd694b5546d1c15307390e_SimpleFactory.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_eip191_prefix,proxy_stale_domain","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2026/0xb01a8e69c77518656f98520753017fdf4cd6ccaa_WalletContract.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/005_T1_UNSEPARATED_SIGNING_DOMAIN_0xb01a8e69c77518656f98520753017fdf4cd6ccaa_WalletContract.sol,yes
polygon,T1_UNSEPARATED_SIGNING_DOMAIN,High,"missing_eip191_prefix,proxy_stale_domain","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2026/0xe3bac8c0911326a74b43988c893508b783651481_WalletContract.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/006_T1_UNSEPARATED_SIGNING_DOMAIN_0xe3bac8c0911326a74b43988c893508b783651481_WalletContract.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0xc8302a2c99da66c8a0051f3c2d3fbabab9f88392_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/007_T2_CROSS_CHAIN_REPLAY_0xc8302a2c99da66c8a0051f3c2d3fbabab9f88392_StakingRewards.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2025/0x01bff41798a0bcf287b996046ca68b395dbc1071_UChildUSDT0.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/008_T2_CROSS_CHAIN_REPLAY_0x01bff41798a0bcf287b996046ca68b395dbc1071_UChildUSDT0.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0x679b589759d2558d7261a78de05d4fbc69a2521b_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/009_T2_CROSS_CHAIN_REPLAY_0x679b589759d2558d7261a78de05d4fbc69a2521b_StakingRewards.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x139d73e055308507b6718affab679c2186b6d90e_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/010_T2_CROSS_CHAIN_REPLAY_0x139d73e055308507b6718affab679c2186b6d90e_StakingRewards.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"hardcoded_chainId,incorrect_verifyingContract,proxy_stale_domain","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0x7432f138165797b326b3f8adb923c949e4e1bca7_BebopAggregationContract.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/011_T2_CROSS_CHAIN_REPLAY_0x7432f138165797b326b3f8adb923c949e4e1bca7_BebopAggregationContract.sol,yes
polygon,T2_CROSS_CHAIN_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x2eb1c5318260d8bc1b5d187813bac32300e9ed04_StakingRewardsFactory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/012_T2_CROSS_CHAIN_REPLAY_0x2eb1c5318260d8bc1b5d187813bac32300e9ed04_StakingRewardsFactory.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x31078467238c31a81d80e20419f5fc3a4a1a9fb5_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/013_T3_CROSS_CONTRACT_REPLAY_0x31078467238c31a81d80e20419f5fc3a4a1a9fb5_StakingRewards.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,missing_verifyingContract,T3_CROSS_CONTRACT_REPLAY,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2024/0xa49ee4b121d520108515687c8a842209d4ab8bcc_Polygon_SpokePool.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/014_T3_CROSS_CONTRACT_REPLAY_0xa49ee4b121d520108515687c8a842209d4ab8bcc_Polygon_SpokePool.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0xc7a399ec7cfe5e1b728cacd742637c4e6f06c3d8_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/015_T3_CROSS_CONTRACT_REPLAY_0xc7a399ec7cfe5e1b728cacd742637c4e6f06c3d8_StakingRewards.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x9ba8cad00696d825bb00dec32f3919211a6da632_StakingRewards.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/016_T3_CROSS_CONTRACT_REPLAY_0x9ba8cad00696d825bb00dec32f3919211a6da632_StakingRewards.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_eip191_prefix","T1_UNSEPARATED_SIGNING_DOMAIN,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2023/0x61b9bdf9c10f77bd9ed033559cec410427aeb8a2_RLYPaymaster.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/017_T3_CROSS_CONTRACT_REPLAY_0x61b9bdf9c10f77bd9ed033559cec410427aeb8a2_RLYPaymaster.sol,yes
polygon,T3_CROSS_CONTRACT_REPLAY,High,"incorrect_verifyingContract,missing_chainId","T2_CROSS_CHAIN_REPLAY,T3_CROSS_CONTRACT_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x2ff99b0ff96081d0e58f7dec0b90b2d49b8a5164_StakingRewardsFactory.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/018_T3_CROSS_CONTRACT_REPLAY_0x2ff99b0ff96081d0e58f7dec0b90b2d49b8a5164_StakingRewardsFactory.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2023/0xe6f8cb3b024a1f839be85890b8e4fc411aab0fe5_UniswapV2Router02.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/019_T4_LOGICAL_DOMAIN_REPLAY_0xe6f8cb3b024a1f839be85890b8e4fc411aab0fe5_UniswapV2Router02.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2025/0x7a1f7c0d0179afd770e1b0c406f8669599700ac1_ApexDexRouter02.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/020_T4_LOGICAL_DOMAIN_REPLAY_0x7a1f7c0d0179afd770e1b0c406f8669599700ac1_ApexDexRouter02.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2021/0x63e3f5155b443e9139bc5ede9960f6e3f8df2b58_PolydexMigratorSushiSwap.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/021_T4_LOGICAL_DOMAIN_REPLAY_0x63e3f5155b443e9139bc5ede9960f6e3f8df2b58_PolydexMigratorSushiSwap.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2023/0xfb86012864699a2eefbb55f871170da75088f1cc_MEXURouter.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/022_T4_LOGICAL_DOMAIN_REPLAY_0xfb86012864699a2eefbb55f871170da75088f1cc_MEXURouter.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,Medium,zero_salt_used,T4_LOGICAL_DOMAIN_REPLAY,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2025/0xa3dfcb49b79d521002c9407e6fdf0b44c0ca581b_ERC20Token.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/023_T4_LOGICAL_DOMAIN_REPLAY_0xa3dfcb49b79d521002c9407e6fdf0b44c0ca581b_ERC20Token.sol,yes
polygon,T4_LOGICAL_DOMAIN_REPLAY,High,"missing_domain_separator,missing_eip191_prefix,missing_logical_domain_disambiguator","T1_UNSEPARATED_SIGNING_DOMAIN,T4_LOGICAL_DOMAIN_REPLAY",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0x8e002456d47b2b2ff1de0df3e78dc50258b10e66_Migrator.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/024_T4_LOGICAL_DOMAIN_REPLAY_0x8e002456d47b2b2ff1de0df3e78dc50258b10e66_Migrator.sol,yes
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,proxy_stale_domain","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2026/0xb1fd3d5f678a2d4dd51b2fcecdb56ca38e78ce51_WalletContract.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/025_T5_DOMAIN_FRESHNESS_FAILURE_0xb1fd3d5f678a2d4dd51b2fcecdb56ca38e78ce51_WalletContract.sol,yes
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,"proxy_stale_domain,stale_cached_DOMAIN_SEPARATOR",T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0x743088865e94e85da76e0160df3d930f7e912cdd_OptionToken.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/026_T5_DOMAIN_FRESHNESS_FAILURE_0x743088865e94e85da76e0160df3d930f7e912cdd_OptionToken.sol,yes
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,"missing_eip191_prefix,proxy_stale_domain","T1_UNSEPARATED_SIGNING_DOMAIN,T5_DOMAIN_FRESHNESS_FAILURE",/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2026/0x896d9b5d3f1eed1d293c649cfc2193e8dc06a83c_WalletContract.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/027_T5_DOMAIN_FRESHNESS_FAILURE_0x896d9b5d3f1eed1d293c649cfc2193e8dc06a83c_WalletContract.sol,yes
polygon,T5_DOMAIN_FRESHNESS_FAILURE,High,"proxy_stale_domain,stale_cached_DOMAIN_SEPARATOR",T5_DOMAIN_FRESHNESS_FAILURE,/home/ashok/ashokTests/smart-contract-data-source/etherscan_verified_sources/polygon/verified_sources/2022/0xc5274260e5db9c0b471938f7cb17321673a46c2e_OptionToken.sol,/home/ashok/ashokTests/smart-contract-data-source/domain_separator_analysis/manual_check_corrected_20260618_153701/polygon/028_T5_DOMAIN_FRESHNESS_FAILURE_0xc5274260e5db9c0b471938f7cb17321673a46c2e_OptionToken.sol,yes
